relationship_id,person_a_id,person_a_name,person_b_id,person_b_name,phone_call_count,phone_call_dates,phone_call_durations_sec,total_call_duration_sec,transaction_count,transaction_dates,transaction_amounts,total_transaction_amount,meeting_count,meeting_dates,meeting_locations,relationship_label,ground_truth_confidence,relationship_type,relationship_description
REL00532,P0046,Yash Bansal,P0239,Priya Gupta,6,2024-12-06; 2025-06-17; 2024-10-14; 2025-09-17; 2026-05-11; 2026-06-10,37; 499; 215; 884; 339; 177,2151,2,2024-02-11; 2024-08-20,3657; 18965,22622.0,1,2026-01-31,Chandigarh,1,0.6495,Associate,Relationship evidence between Yash Bansal and Priya Gupta. Phone records show 6 calls. Transaction records show 2 transactions. Meeting records show 1 meetings.
REL00533,P0483,Nisha Patel 11594,P0293,Raj Khan,3,2025-09-16; 2025-01-09; 2026-08-29,136; 692; 336,1164,1,2024-03-09,17325,17325.0,1,2026-07-09,Jaipur,0,0.2609,Former Partner,"Observed interaction between Nisha Patel 11594 and Raj Khan. Available records include 3 calls, 1 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00534,P0536,Abhishek Verma 42407,P0163,Riya Malhotra,1,2026-05-09,640,640,2,2024-11-23; 2026-03-16,21516; 17539,39055.0,1,2026-06-13,Jaipur,1,0.6589,Colleague,Relationship evidence between Abhishek Verma 42407 and Riya Malhotra. Phone records show 1 calls. Transaction records show 2 transactions. Meeting records show 1 meetings.
REL00535,P0284,Aditya Gupta 85849,P0109,Rohan Verma,18,2026-07-01; 2025-03-15; 2024-02-01; 2026-01-24; 2025-10-20; 2025-01-04; 2026-01-09; 2025-07-15; 2025-01-20; 2026-01-03; 2025-09-29; 2026-02-13; 2024-10-13; 2024-06-18; 2025-04-15; 2025-03-06; 2026-05-08; 2025-05-07,659; 1117; 489; 262; 1799; 968; 454; 1493; 65; 846; 885; 432; 1787; 1269; 497; 1405; 1375; 1455,17257,3,2024-03-29; 2025-01-15; 2024-04-04,71419; 13839; 63438,148696.0,2,2025-07-07; 2025-05-27,Gurugram; Faridabad,0,0.4726,Business Contact,"Observed interaction between Aditya Gupta 85849 and Rohan Verma. Available records include 18 calls, 3 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00536,P0391,Nisha Singh 13995,P0371,Sneha Patel,23,2026-08-08; 2024-06-05; 2024-08-29; 2024-05-16; 2025-04-16; 2026-01-12; 2024-05-27; 2024-08-13; 2025-10-31; 2025-04-30; 2024-05-01; 2025-04-06; 2025-10-01; 2025-05-29; 2026-08-26; 2025-08-16; 2024-01-28; 2024-06-04; 2026-06-24; 2024-06-24; 2024-08-21; 2025-04-27; 2025-11-26,1754; 1233; 175; 133; 1510; 1724; 1691; 1622; 937; 707; 1747; 618; 1697; 1523; 1170; 1345; 1366; 977; 173; 1434; 1190; 634; 1718,27078,5,2025-04-22; 2025-04-02; 2025-08-17; 2024-11-26; 2025-12-21,36011; 11253; 60349; 57144; 67064,231821.0,4,2024-11-17; 2024-11-17; 2024-07-26; 2025-08-30,Lucknow; Noida; Lucknow; Lucknow,0,0.4185,Colleague,"Observed interaction between Nisha Singh 13995 and Sneha Patel. Available records include 23 calls, 5 transactions, and 4 meetings. Evidence does not establish a meaningful relationship."
REL00537,P0041,Sneha Yadav,P0464,Neha Malhotra,4,2024-12-27; 2025-08-20; 2024-03-07; 2024-11-24,525; 636; 79; 591,1831,1,2025-08-17,10412,10412.0,0,,,1,0.5609,Acquaintance,Relationship evidence between Sneha Yadav and Neha Malhotra. Phone records show 4 calls. Transaction records show 1 transactions. Meeting records show 0 meetings.
REL00538,P0400,Rahul Verma 17246,P0172,Sneha Khan,6,2025-06-01; 2024-09-26; 2025-07-17; 2025-06-08; 2025-03-29; 2025-02-24,230; 557; 43; 179; 37; 721,1767,2,2025-05-05; 2025-02-12,3097; 5445,8542.0,0,,,0,0.0909,Known Associate,"Observed interaction between Rahul Verma 17246 and Sneha Khan. Available records include 6 calls, 2 transactions, and 0 meetings. Evidence does not establish a meaningful relationship."
REL00539,P0409,Saurabh Khan,P0112,Rohan Malhotra,0,,,0,2,2025-09-09; 2024-01-29,21210; 11435,32645.0,2,2026-01-25; 2024-03-31,Lucknow; Lucknow,0,0.0439,Colleague,"Observed interaction between Saurabh Khan and Rohan Malhotra. Available records include 0 calls, 2 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00540,P0581,Aditya Patel 91545,P0553,Aman Chauhan 20789,5,2026-03-13; 2026-02-19; 2024-04-10; 2025-06-07; 2026-02-24,157; 855; 847; 47; 684,2590,1,2026-04-27,16505,16505.0,2,2024-01-08; 2026-07-26,Jaipur; Jaipur,0,0.2532,Former Partner,"Observed interaction between Aditya Patel 91545 and Aman Chauhan 20789. Available records include 5 calls, 1 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00541,P0038,Riya Gupta,P0122,Aditya Patel 78965,8,2024-08-12; 2025-05-07; 2026-03-09; 2024-05-30; 2025-08-26; 2025-07-22; 2024-05-27; 2025-01-31,586; 641; 256; 249; 301; 743; 543; 698,4017,2,2026-08-10; 2026-05-19,14808; 22171,36979.0,1,2024-11-07,Agra,1,0.7206,Associate,Relationship evidence between Riya Gupta and Aditya Patel 78965. Phone records show 8 calls. Transaction records show 2 transactions. Meeting records show 1 meetings.
REL00542,P0048,Manish Singh,P0249,Aarav Patel 11486,15,2025-04-16; 2025-06-07; 2025-09-20; 2025-02-27; 2026-06-01; 2025-06-15; 2026-03-12; 2026-01-17; 2026-06-04; 2024-08-18; 2024-07-14; 2024-12-12; 2024-12-28; 2025-12-08; 2025-04-01,174; 3398; 2114; 1931; 1087; 3149; 535; 3257; 819; 3560; 3418; 2815; 1013; 530; 1442,29242,1,2024-12-03,99198,99198.0,4,2025-10-09; 2024-02-13; 2025-11-28; 2026-05-14,Meerut; Chandigarh; Delhi; Meerut,0,0.2444,Colleague,"Observed interaction between Manish Singh and Aarav Patel 11486. Available records include 15 calls, 1 transactions, and 4 meetings. Evidence does not establish a meaningful relationship."
REL00543,P0096,Arjun Gupta,P0538,Rahul Singh 52287,10,2025-06-12; 2024-10-07; 2025-12-28; 2026-04-21; 2024-10-13; 2024-09-26; 2024-02-15; 2024-11-14; 2025-01-11; 2025-06-05,570; 234; 127; 98; 338; 85; 335; 514; 72; 687,3060,2,2026-07-30; 2025-12-19,3855; 5493,9348.0,1,2026-08-16,Ghaziabad,1,0.7433,Known Associate,Relationship evidence between Arjun Gupta and Rahul Singh 52287. Phone records show 10 calls. Transaction records show 2 transactions. Meeting records show 1 meetings.
REL00544,P0331,Ravi Khan 10491,P0051,Aman Patel,17,2026-02-07; 2025-02-06; 2026-04-18; 2026-08-14; 2026-03-06; 2025-06-30; 2025-09-08; 2024-03-17; 2026-01-31; 2024-02-08; 2025-08-19; 2025-10-16; 2025-03-24; 2026-06-18; 2026-06-12; 2025-04-06; 2025-09-24,1948; 2322; 338; 702; 1070; 2736; 1359; 3414; 3306; 2690; 1213; 1582; 1866; 2218; 1315; 1198; 1807,31084,8,2025-04-29; 2025-08-11; 2026-04-09; 2024-10-27; 2024-01-26; 2026-07-25; 2026-02-18; 2024-08-25,224801; 212414; 120954; 200219; 234454; 122007; 88161; 223490,1426500.0,1,2024-01-23,Noida,0,0.3512,Acquaintance,"Observed interaction between Ravi Khan 10491 and Aman Patel. Available records include 17 calls, 8 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00545,P0138,Nikhil Gupta,P0327,Sahil Singh 717,11,2024-12-29; 2025-08-19; 2026-08-25; 2025-05-25; 2025-01-09; 2025-04-08; 2025-12-24; 2026-07-28; 2024-06-13; 2025-09-07; 2026-07-20,1500; 1430; 361; 1416; 959; 538; 273; 1102; 865; 1205; 1645,11294,8,2026-01-30; 2024-08-01; 2025-12-28; 2024-02-08; 2024-05-19; 2025-08-01; 2026-04-29; 2024-03-31,45440; 50272; 41885; 23453; 31723; 31706; 24944; 41332,290755.0,5,2024-04-02; 2025-01-19; 2026-05-25; 2026-01-24; 2025-01-16,Noida; Lucknow; Meerut; Faridabad; Lucknow,0,0.2866,Business Contact,"Observed interaction between Nikhil Gupta and Sahil Singh 717. Available records include 11 calls, 8 transactions, and 5 meetings. Evidence does not establish a meaningful relationship."
REL00546,P0444,Saurabh Gupta 23322,P0399,Priya Patel 5755,3,2024-10-25; 2026-03-24; 2025-01-28,886; 502; 746,2134,0,,,0.0,1,2024-09-17,Jaipur,0,0.0701,Associate,"Observed interaction between Saurabh Gupta 23322 and Priya Patel 5755. Available records include 3 calls, 0 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00547,P0126,Raj Khanna,P0354,Priya Sharma,5,2025-07-11; 2024-10-17; 2025-10-27; 2024-03-25; 2026-08-01,662; 518; 294; 778; 644,2896,2,2024-04-27; 2025-03-10,2585; 14981,17566.0,1,2024-01-04,Meerut,0,0.0145,Acquaintance,"Observed interaction between Raj Khanna and Priya Sharma. Available records include 5 calls, 2 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00548,P0166,Neha Singh 29537,P0170,Pooja Khanna 65180,44,2025-08-01; 2025-07-19; 2024-03-14; 2025-10-23; 2026-05-04; 2026-08-23; 2024-10-20; 2026-07-01; 2024-04-11; 2024-08-21; 2026-03-17; 2026-02-20; 2024-11-03; 2026-05-07; 2024-10-07; 2025-11-14; 2025-05-06; 2025-01-30; 2025-12-16; 2026-06-29; 2024-02-29; 2025-12-23; 2025-08-27; 2024-09-18; 2026-04-16; 2025-07-29; 2024-07-27; 2025-12-11; 2025-05-13; 2026-04-10; 2025-04-05; 2024-10-21; 2024-01-27; 2026-01-23; 2024-05-11; 2025-08-28; 2026-04-09; 2026-01-06; 2026-05-30; 2024-05-08; 2025-07-02; 2025-02-18; 2024-10-22; 2025-11-11,2728; 1108; 944; 3276; 237; 3445; 740; 1859; 2718; 1544; 3188; 241; 2475; 3093; 2765; 2516; 1694; 3016; 3475; 886; 597; 2404; 892; 1822; 1664; 1973; 2002; 624; 2576; 3176; 1666; 1821; 1815; 1903; 439; 126; 691; 1403; 3178; 1734; 1105; 1258; 832; 3443,81092,4,2026-08-30; 2026-08-01; 2024-02-02; 2024-05-17,217993; 232568; 229751; 43555,723867.0,5,2024-05-16; 2025-11-27; 2025-12-16; 2024-08-13; 2024-10-02,Agra; Agra; Lucknow; Delhi; Noida,1,0.9569,Associate,Relationship evidence between Neha Singh 29537 and Pooja Khanna 65180. Phone records show 44 calls. Transaction records show 4 transactions. Meeting records show 5 meetings.
REL00549,P0214,Aditya Singh,P0449,Aditya Khanna 82942,22,2025-09-24; 2026-01-28; 2024-01-17; 2024-04-06; 2025-04-30; 2026-06-03; 2025-04-08; 2025-09-21; 2024-03-14; 2024-12-01; 2024-06-02; 2025-10-12; 2024-11-07; 2024-10-09; 2026-04-13; 2025-02-17; 2024-05-03; 2024-10-07; 2024-10-27; 2024-01-28; 2025-09-23; 2024-06-17,985; 1124; 3302; 1555; 376; 1995; 1365; 1739; 1596; 1898; 1378; 693; 3433; 1663; 3452; 335; 570; 2371; 1691; 1128; 2125; 3198,37972,4,2024-05-11; 2025-01-23; 2024-08-11; 2024-03-09,158795; 163237; 215073; 206722,743827.0,4,2024-12-31; 2026-01-22; 2026-07-15; 2025-10-20,Jaipur; Agra; Meerut; Meerut,0,0.4039,Colleague,"Observed interaction between Aditya Singh and Aditya Khanna 82942. Available records include 22 calls, 4 transactions, and 4 meetings. Evidence does not establish a meaningful relationship."
REL00550,P0162,Abhishek Khanna,P0188,Saurabh Yadav,26,2024-11-01; 2025-09-14; 2024-02-16; 2024-01-27; 2024-08-09; 2026-08-07; 2026-05-28; 2026-03-22; 2026-07-30; 2026-04-13; 2025-07-14; 2024-11-27; 2024-01-03; 2024-07-02; 2026-01-30; 2026-03-31; 2024-12-08; 2024-12-17; 2024-03-06; 2026-01-16; 2026-01-09; 2024-08-01; 2026-05-01; 2026-08-17; 2026-03-11; 2024-10-04,3312; 1301; 2918; 1167; 2370; 1755; 2090; 696; 859; 2304; 2315; 1056; 2465; 123; 1351; 2040; 3212; 1107; 1076; 390; 1155; 1599; 1250; 1668; 3115; 3146,45840,8,2025-12-13; 2024-03-26; 2025-01-17; 2025-12-04; 2025-05-08; 2024-10-26; 2025-08-17; 2026-04-29,61897; 49011; 103742; 34325; 40004; 78344; 192631; 214909,774863.0,4,2025-08-25; 2025-04-13; 2025-06-22; 2025-06-13,Chandigarh; Agra; Meerut; Ghaziabad,0,0.2222,Business Contact,"Observed interaction between Abhishek Khanna and Saurabh Yadav. Available records include 26 calls, 8 transactions, and 4 meetings. Evidence does not establish a meaningful relationship."
REL00551,P0009,Aditya Patel,P0297,Karan Pandey 87097,23,2025-05-22; 2025-10-28; 2025-03-21; 2025-03-11; 2024-04-07; 2025-06-10; 2024-07-17; 2024-02-23; 2025-12-16; 2025-06-25; 2026-04-03; 2025-01-17; 2025-05-29; 2024-02-22; 2024-03-02; 2024-04-12; 2026-01-10; 2025-12-14; 2025-07-02; 2025-05-06; 2024-09-06; 2024-03-28; 2024-11-15,482; 1252; 232; 724; 248; 192; 572; 528; 947; 1045; 1155; 904; 409; 1352; 272; 1698; 90; 1055; 1695; 1183; 218; 1183; 994,18430,6,2024-04-09; 2024-02-16; 2025-09-21; 2025-11-18; 2025-02-19; 2025-10-08,70747; 43953; 57475; 41477; 18891; 45341,277884.0,3,2026-02-18; 2025-04-10; 2026-05-09,Delhi; Jaipur; Lucknow,0,0.4281,Colleague,"Observed interaction between Aditya Patel and Karan Pandey 87097. Available records include 23 calls, 6 transactions, and 3 meetings. Evidence does not establish a meaningful relationship."
REL00552,P0003,Sahil Kumar,P0147,Nisha Yadav,6,2024-07-21; 2024-09-07; 2026-08-04; 2026-04-08; 2026-01-08; 2024-03-14,401; 289; 203; 743; 780; 220,2636,2,2024-01-13; 2025-02-17,1589; 2229,3818.0,2,2024-07-08; 2024-07-18,Delhi; Gurugram,0,0.336,Known Associate,"Observed interaction between Sahil Kumar and Nisha Yadav. Available records include 6 calls, 2 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00553,P0443,Sneha Khanna 9925,P0344,Priya Patel,27,2024-11-30; 2026-07-26; 2026-04-30; 2024-05-21; 2024-06-21; 2024-10-22; 2026-01-28; 2024-04-07; 2024-04-08; 2024-10-23; 2026-03-18; 2024-06-06; 2024-01-28; 2025-02-17; 2025-02-22; 2025-05-06; 2024-02-07; 2024-04-15; 2024-11-18; 2024-03-18; 2024-09-19; 2024-11-23; 2026-01-26; 2025-08-25; 2025-08-02; 2024-05-25; 2024-01-20,255; 882; 929; 571; 481; 1798; 1575; 1123; 348; 323; 337; 339; 629; 136; 124; 714; 535; 1262; 327; 437; 1421; 420; 156; 822; 833; 346; 1401,18524,6,2024-01-29; 2024-04-07; 2025-11-10; 2026-01-26; 2025-09-20; 2026-02-14,8076; 11899; 16925; 29228; 35557; 72016,173701.0,6,2024-11-10; 2024-08-02; 2024-08-16; 2025-08-12; 2024-04-13; 2024-07-16,Ghaziabad; Gurugram; Meerut; Gurugram; Lucknow; Jaipur,0,0.5344,Acquaintance,"Observed interaction between Sneha Khanna 9925 and Priya Patel. Available records include 27 calls, 6 transactions, and 6 meetings. Evidence does not establish a meaningful relationship."
REL00554,P0120,Nikhil Sharma,P0220,Pooja Agarwal,12,2024-10-17; 2024-12-07; 2024-05-09; 2024-08-09; 2024-11-07; 2024-07-09; 2025-05-27; 2025-02-13; 2024-11-01; 2026-03-02; 2026-04-03; 2024-11-01,2616; 1933; 1873; 3368; 140; 829; 1200; 2510; 2217; 1881; 1878; 911,21356,5,2024-10-01; 2024-06-27; 2026-02-02; 2024-02-25; 2026-01-17,222399; 162919; 103482; 74885; 124626,688311.0,3,2026-02-07; 2025-04-09; 2025-10-13,Chandigarh; Ghaziabad; Faridabad,0,0.4317,Acquaintance,"Observed interaction between Nikhil Sharma and Pooja Agarwal. Available records include 12 calls, 5 transactions, and 3 meetings. Evidence does not establish a meaningful relationship."
REL00555,P0564,Karan Gupta 87415,P0370,Priya Patel 24833,4,2024-12-30; 2025-02-18; 2026-05-04; 2026-03-03,114; 362; 724; 201,1401,1,2025-01-27,13747,13747.0,0,,,0,0.1361,Colleague,"Observed interaction between Karan Gupta 87415 and Priya Patel 24833. Available records include 4 calls, 1 transactions, and 0 meetings. Evidence does not establish a meaningful relationship."
REL00556,P0341,Raj Malhotra 89960,P0577,Raj Verma 35297,2,2024-06-10; 2025-01-13,826; 272,1098,1,2026-06-12,21457,21457.0,1,2025-06-07,Delhi,0,0.2207,Associate,"Observed interaction between Raj Malhotra 89960 and Raj Verma 35297. Available records include 2 calls, 1 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00557,P0427,Vivaan Sharma,P0308,Sneha Khanna,2,2024-08-12; 2024-09-12,434; 889,1323,1,2025-08-18,23371,23371.0,1,2025-01-14,Gurugram,0,0.1081,Associate,"Observed interaction between Vivaan Sharma and Sneha Khanna. Available records include 2 calls, 1 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00558,P0453,Vikram Yadav 96722,P0278,Karan Verma 13929,18,2024-08-01; 2025-07-28; 2025-08-17; 2025-12-16; 2025-12-06; 2025-12-17; 2026-08-06; 2025-02-21; 2024-05-10; 2026-02-19; 2025-10-11; 2026-06-20; 2026-02-23; 2025-08-13; 2025-07-18; 2026-06-28; 2024-12-13; 2026-02-04,571; 375; 653; 474; 1508; 1606; 855; 1071; 1273; 368; 669; 271; 753; 1032; 227; 380; 1372; 997,14455,6,2026-06-03; 2025-10-22; 2025-12-15; 2026-08-14; 2025-03-04; 2026-08-31,27757; 73703; 31439; 44464; 37579; 29853,244795.0,6,2026-08-20; 2025-11-06; 2024-10-20; 2025-02-24; 2025-07-15; 2024-12-02,Lucknow; Jaipur; Ghaziabad; Agra; Delhi; Jaipur,0,0.4747,Colleague,"Observed interaction between Vikram Yadav 96722 and Karan Verma 13929. Available records include 18 calls, 6 transactions, and 6 meetings. Evidence does not establish a meaningful relationship."
REL00559,P0403,Karan Bansal,P0552,Neha Kumar 22714,14,2025-09-15; 2026-02-09; 2026-06-29; 2026-02-16; 2025-07-13; 2026-03-17; 2025-11-04; 2024-03-20; 2025-03-01; 2024-04-08; 2024-12-28; 2026-05-31; 2024-08-17; 2025-11-20,1084; 230; 267; 866; 1660; 1115; 1403; 462; 1482; 1005; 241; 119; 561; 107,10602,8,2025-05-24; 2026-04-05; 2024-08-01; 2025-04-30; 2024-05-13; 2025-01-23; 2024-03-01; 2025-04-27,23764; 2533; 14506; 37896; 72294; 57523; 65173; 74599,348288.0,5,2026-07-14; 2025-12-29; 2024-01-20; 2025-07-23; 2026-07-06,Gurugram; Jaipur; Faridabad; Agra; Ghaziabad,0,0.2412,Acquaintance,"Observed interaction between Karan Bansal and Neha Kumar 22714. Available records include 14 calls, 8 transactions, and 5 meetings. Evidence does not establish a meaningful relationship."
REL00560,P0126,Raj Khanna,P0293,Raj Khan,6,2026-02-25; 2024-10-31; 2026-03-12; 2026-03-02; 2025-03-28; 2025-02-10,208; 351; 677; 304; 878; 167,2585,0,,,0.0,2,2026-02-05; 2025-08-15,Gurugram; Jaipur,0,0.2964,Known Associate,"Observed interaction between Raj Khanna and Raj Khan. Available records include 6 calls, 0 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00561,P0304,Aarav Chauhan 8582,P0353,Yash Verma,1,2024-04-21,491,491,0,,,0.0,2,2024-05-22; 2026-02-05,Agra; Agra,0,0.2244,Known Associate,"Observed interaction between Aarav Chauhan 8582 and Yash Verma. Available records include 1 calls, 0 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00562,P0308,Sneha Khanna,P0012,Nikhil Bansal 10323,37,2026-05-16; 2025-11-11; 2024-03-22; 2025-11-14; 2024-04-22; 2024-07-04; 2025-10-19; 2025-02-27; 2025-12-20; 2026-07-21; 2025-01-27; 2026-01-05; 2024-10-26; 2025-08-03; 2025-04-16; 2024-03-31; 2025-09-27; 2025-02-23; 2025-04-07; 2025-11-19; 2024-01-27; 2025-02-25; 2025-11-29; 2026-06-29; 2025-07-17; 2024-08-17; 2024-08-11; 2024-12-02; 2024-08-13; 2025-09-06; 2024-04-23; 2024-02-03; 2024-04-17; 2025-02-02; 2024-04-20; 2024-06-22; 2024-12-24,3336; 3287; 2459; 232; 585; 1763; 3298; 3062; 1131; 2445; 2584; 1234; 3115; 2516; 258; 3238; 3209; 453; 917; 1047; 1068; 1234; 1233; 1002; 2070; 2847; 1837; 3532; 2094; 2810; 3397; 960; 2928; 1240; 2305; 3374; 531,74631,7,2024-10-15; 2024-02-16; 2026-04-25; 2025-07-30; 2025-07-12; 2026-03-27; 2025-12-08,79547; 33228; 200937; 26272; 28653; 236748; 123812,729197.0,6,2025-05-20; 2025-09-06; 2024-08-09; 2024-02-08; 2024-03-16; 2024-09-14,Lucknow; Noida; Noida; Jaipur; Delhi; Faridabad,1,0.883,Colleague,Relationship evidence between Sneha Khanna and Nikhil Bansal 10323. Phone records show 37 calls. Transaction records show 7 transactions. Meeting records show 6 meetings.
REL00563,P0086,Pooja Bansal,P0026,Anjali Agarwal,14,2025-07-29; 2026-04-30; 2026-06-21; 2025-03-03; 2026-05-23; 2025-03-03; 2026-08-06; 2024-05-01; 2025-02-17; 2026-07-26; 2025-07-11; 2024-02-03; 2026-02-04; 2024-03-15,1331; 1293; 141; 564; 657; 355; 309; 1791; 1636; 470; 588; 1087; 1581; 734,12537,3,2024-11-05; 2025-07-20; 2024-09-24,22438; 9853; 29463,61754.0,1,2024-11-22,Ghaziabad,0,0.2261,Acquaintance,"Observed interaction between Pooja Bansal and Anjali Agarwal. Available records include 14 calls, 3 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00564,P0063,Sneha Malhotra,P0490,Saurabh Singh 73225,26,2026-07-31; 2025-07-10; 2025-01-26; 2024-03-01; 2024-03-22; 2024-11-27; 2026-03-17; 2025-05-07; 2024-04-11; 2026-05-25; 2025-12-19; 2026-06-23; 2024-03-29; 2026-03-20; 2025-05-22; 2024-04-28; 2024-07-27; 2026-06-16; 2024-05-18; 2026-03-12; 2025-12-23; 2024-04-10; 2025-08-19; 2025-11-29; 2024-11-12; 2026-08-06,1795; 1733; 93; 337; 681; 1010; 1430; 68; 390; 1126; 1197; 1704; 1401; 240; 652; 248; 304; 331; 1781; 1152; 1000; 1354; 672; 709; 339; 1052,22799,2,2026-08-14; 2025-12-14,11841; 29934,41775.0,4,2025-03-22; 2025-05-02; 2026-05-19; 2025-06-06,Meerut; Chandigarh; Jaipur; Faridabad,0,0.5011,Business Contact,"Observed interaction between Sneha Malhotra and Saurabh Singh 73225. Available records include 26 calls, 2 transactions, and 4 meetings. Evidence does not establish a meaningful relationship."
REL00565,P0193,Arjun Malhotra,P0074,Deepak Pandey,4,2026-07-29; 2025-10-14; 2025-05-26; 2024-11-04,649; 133; 693; 408,1883,0,,,0.0,0,,,0,0.0515,Colleague,"Observed interaction between Arjun Malhotra and Deepak Pandey. Available records include 4 calls, 0 transactions, and 0 meetings. Evidence does not establish a meaningful relationship."
REL00566,P0592,Aditya Yadav,P0294,Riya Gupta 89996,1,2024-05-01,376,376,2,2024-10-17; 2026-06-17,2069; 2994,5063.0,0,,,0,0.2514,Colleague,"Observed interaction between Aditya Yadav and Riya Gupta 89996. Available records include 1 calls, 2 transactions, and 0 meetings. Evidence does not establish a meaningful relationship."
REL00567,P0085,Yash Yadav 31187,P0344,Priya Patel,15,2024-07-08; 2025-02-01; 2024-03-09; 2025-02-20; 2025-07-15; 2024-09-16; 2026-04-13; 2024-12-18; 2024-12-11; 2024-06-20; 2024-11-26; 2024-06-28; 2026-02-14; 2025-11-02; 2025-05-23,3149; 1397; 427; 128; 689; 2712; 1608; 1279; 2112; 3071; 3432; 386; 3018; 2030; 2511,27949,1,2025-07-09,166555,166555.0,4,2025-12-22; 2025-09-20; 2024-10-09; 2025-06-17,Lucknow; Meerut; Jaipur; Jaipur,0,0.4116,Acquaintance,"Observed interaction between Yash Yadav 31187 and Priya Patel. Available records include 15 calls, 1 transactions, and 4 meetings. Evidence does not establish a meaningful relationship."
